sid,school_year,race_ethnicity
12980,2002,B
12980,2003,B
12980,2004,B
12980,2005,B
12980,2006,B
12980,2007,B
12982,2001,A
12982,2002,A
12982,2003,A
12982,2004,A
12982,2005,A
12982,2006,A
12983,2001,B
12983,2002,B
12983,2003,B
12983,2004,B
12983,2005,B
12983,2006,B
12983,2007,B
12984,2001,B
12984,2002,B
12984,2003,B
12984,2004,B
12984,2005,B
12985,2001,B
12985,2002,B
12985,2003,B
12985,2004,B
12985,2005,B
12985,2006,B
12985,2007,B
12986,2001,W
12986,2002,W
12986,2003,W
12986,2004,W
12986,2005,W
12986,2006,W
12986,2007,W
12988,2001,B
12988,2002,B
12988,2003,B
12988,2004,B
12988,2005,B
12989,2001,B
12989,2002,B
12989,2003,B
12989,2004,B
12990,2002,B
12990,2003,B
12990,2004,B
12990,2005,B
12990,2006,B
12990,2007,B
12992,2002,B
12992,2007,B
12993,2004,B
12993,2005,B
12993,2006,B
12993,2007,B
12994,2005,A
12995,2003,B
12995,2004,B
12995,2005,B
12997,2004,B
12997,2005,B
12997,2006,B
12997,2007,B
12998,2004,B
12998,2005,B
12998,2006,B
12998,2007,B
12999,2004,B
12999,2005,B
12999,2006,B
12999,2007,B
13001,2005,A
13001,2006,A
13001,2007,A
13002,2005,B
13002,2006,B
13003,2006,B
13003,2007,B
13004,2006,W
13004,2007,W
13005,2006,B
13005,2007,B
13007,2007,A
13008,2007,B
13009,2001,W
13010,2001,B
13011,2001,B
13011,2002,B
13013,2001,B
13013,2002,B
13013,2003,B
13014,2001,B
13015,2001,B
13015,2002,B
13016,2001,W
13016,2002,W
13016,2003,W
13018,2001,B
13018,2002,B
13018,2003,B
13018,2004,B
13019,2001,B
13020,2001,H
13021,2001,B
13021,2002,B
13021,2003,B
13021,2004,B
13021,2005,B
13022,2001,A
13022,2002,A
13022,2003,A
13022,2004,A
13022,2005,A
13022,2006,A
13024,2001,B
13024,2002,B
13024,2003,B
13024,2004,B
13024,2005,B
13024,2006,B
13025,2001,B
13025,2002,B
13025,2003,B
13025,2004,B
13025,2005,B
13025,2006,B
13025,2007,B
13026,2001,B
13026,2002,B
13026,2003,B
13028,2001,B
13028,2002,B
13028,2003,B
13028,2004,B
13028,2005,B
13028,2006,B
13028,2007,B
13029,2001,H
13029,2002,H
13029,2003,H
13030,2001,B
13030,2002,B
13031,2001,B
13031,2002,B
13031,2003,B
13031,2004,B
13031,2005,B
13031,2006,B
13031,2007,B
13033,2001,A
13033,2007,A
13034,2001,W
13034,2002,W
13034,2003,W
13034,2004,W
13034,2005,W
13035,2001,H
13035,2003,H
13035,2004,H
13035,2005,H
13035,2006,H
13035,2007,H
13036,2001,B
13036,2002,B
13036,2003,B
13036,2004,B
13036,2005,B
13036,2006,B
13036,2007,B
13037,2001,B
13037,2002,B
13037,2003,B
13037,2004,B
13037,2005,B
13037,2006,B
13037,2007,B
13038,2002,A
13039,2001,B
13039,2002,B
13039,2003,B
13039,2004,B
13039,2005,B
13039,2006,B
13039,2007,B
13041,2001,B
13041,2002,B
13041,2003,B
13041,2004,B
13041,2005,B
13041,2006,B
13041,2007,B
13042,2001,A
13042,2002,A
13042,2003,A
13042,2004,A
13042,2005,A
13042,2006,A
13043,2001,B
13043,2002,B
13043,2003,B
13044,2001,B
13044,2002,B
13044,2003,B
13044,2004,B
13044,2005,B
13044,2006,B
13044,2007,B
13046,2001,B
13046,2002,B
13046,2003,B
13046,2004,B
13046,2005,B
13046,2006,B
13046,2007,B
13047,2001,B
13047,2002,B
13047,2003,B
13047,2004,B
13047,2005,B
13047,2006,B
13047,2007,B
13048,2001,B
13048,2002,B
13048,2003,B
13048,2004,B
13048,2005,B
13048,2006,B
13048,2007,B
13049,2002,W
13049,2003,W
13049,2004,W
13049,2005,W
13049,2006,W
13049,2007,W
13050,2003,W
13050,2004,W
13050,2005,W
13050,2006,W
13050,2007,W
13052,2003,B
13053,2003,H
13053,2004,H
13053,2005,H
13053,2006,H
13053,2007,H
13054,2003,B
13054,2004,B
13054,2005,B
13054,2006,B
13054,2007,B
13055,2003,B
13055,2005,B
13055,2006,B
13055,2007,B
13057,2004,B
13057,2005,B
13057,2006,B
13057,2007,B
13058,2004,B
13058,2005,B
13058,2006,B
13059,2005,B
13059,2006,B
13059,2007,B
13061,2005,B
13061,2006,B
13061,2007,B
13062,2007,B
13063,2007,H
13064,2006,H
13065,2007,B
13067,2001,B
13068,2001,B
13069,2001,H
13069,2002,H
13069,2003,H
13070,2001,A
13070,2002,A
13070,2003,A
13071,2001,B
13073,2001,B
13073,2002,B
13073,2003,B
13074,2001,B
13074,2002,B
13074,2003,B
13075,2001,B
13077,2003,B
13078,2001,B
13078,2002,B
13079,2001,W
13079,2002,W
13079,2003,W
13079,2004,W
13079,2005,W
13080,2001,B
13080,2002,B
13080,2003,B
13080,2004,B
13080,2005,B
13082,2002,B
13083,2001,B
13083,2002,B
13083,2003,B
13083,2004,B
13083,2005,B
13083,2006,B
13084,2002,H
13084,2003,H
13084,2004,H
13085,2001,B
13085,2002,B
13085,2004,B
13087,2001,H
13087,2004,B
13088,2002,B
13088,2003,B
13088,2004,B
13088,2005,B
13088,2006,B
13088,2007,B
13089,2001,B
13089,2002,B
13090,2002,B
13090,2003,B
13090,2004,B
13090,2005,B
13090,2006,B
13090,2007,B
13091,2001,A
13091,2002,A
13091,2003,A
13091,2004,A
13091,2005,A
13091,2006,A
13091,2007,A
13093,2001,B
13093,2002,B
13093,2003,B
13093,2004,B
13093,2005,B
13093,2006,B
13093,2007,B
13094,2001,A
13094,2002,A
13094,2003,A
13094,2004,A
13094,2005,A
13094,2006,A
13094,2007,A
13095,2001,B
13095,2002,B
13095,2003,B
13095,2004,B
13095,2005,B
13095,2006,B
13095,2007,B
13096,2001,A
13096,2002,A
13097,2001,B
13097,2002,B
13097,2003,B
13097,2004,B
13097,2005,B
13099,2001,H
13099,2002,H
13099,2003,H
13099,2004,H
13099,2005,H
13099,2006,H
13099,2007,H
13100,2001,B
13100,2002,B
13100,2003,B
13100,2004,B
13100,2005,B
13100,2006,B
13100,2007,B
13101,2001,B
13101,2002,B
13101,2003,B
13101,2004,B
13102,2001,B
13103,2001,H
13103,2002,H
13103,2003,H
13103,2004,H
13103,2007,H
13105,2002,B
13105,2004,B
13105,2005,B
13105,2006,B
13105,2007,B
13106,2001,B
13106,2002,B
13106,2003,B
13106,2004,B
13106,2005,B
13107,2005,W
13107,2006,W
13108,2003,A
13109,2006,B
13109,2007,B
13111,2004,B
13111,2005,B
13111,2006,B
13111,2007,B
13112,2003,B
13112,2004,B
13112,2005,B
13112,2006,B
13112,2007,B
13113,2003,B
13114,2007,H
13116,2004,B
13116,2005,B
13117,2004,B
13117,2005,B
13117,2006,B
13117,2007,B
13118,2005,B
13118,2006,B
13118,2007,B
13120,2006,B
13121,2007,H
13122,2006,B
13122,2007,B
13123,2007,A
13124,2007,B
13126,2001,W
13127,2001,B
13127,2002,B
13128,2001,A
13129,2001,B
13130,2001,H
13130,2002,H
13130,2003,H
13131,2001,W
13131,2002,W
13132,2001,B
13132,2002,B
13132,2003,B
13132,2004,B
13134,2001,B
13134,2002,B
13134,2003,B
13134,2004,B
13135,2001,W
13136,2001,B
13136,2002,B
13136,2003,B
13136,2004,B
13136,2005,B
13137,2001,A
13137,2002,A
13138,2001,B
13138,2002,B
13138,2003,B
13140,2001,B
13140,2002,B
13140,2003,B
13140,2004,B
13140,2005,B
13140,2006,B
13141,2001,B
13141,2002,B
13141,2003,B
13141,2004,B
13141,2005,B
13141,2006,B
13142,2001,B
13142,2002,B
13142,2003,B
13142,2004,B
13142,2005,B
13142,2006,B
13144,2001,A
13144,2002,A
13144,2003,A
13144,2004,A
13144,2005,A
13144,2006,A
13144,2007,A
13145,2001,A
13145,2002,A
13145,2003,A
13145,2004,A
13145,2005,A
13145,2006,A
13145,2007,A
13146,2002,B
13146,2003,B
13146,2007,B
13147,2001,B
13147,2002,B
13147,2003,B
13147,2004,B
13147,2005,B
13147,2006,B
13147,2007,B
13148,2001,B
13148,2002,B
13148,2003,B
13148,2004,B
13148,2005,B
13148,2006,B
13148,2007,B
13149,2001,A
13149,2002,A
13149,2003,A
13149,2004,A
13151,2001,H
13152,2002,A
13152,2003,A
13152,2004,A
13152,2005,A
13152,2006,A
13152,2007,A
13153,2001,B
13153,2002,B
13153,2003,B
13153,2004,B
13153,2005,B
13153,2006,B
13154,2001,B
13154,2002,B
13154,2003,B
13154,2004,B
13154,2005,B
13154,2006,B
13154,2007,B
13155,2001,B
13155,2002,B
13155,2003,B
13155,2004,B
13155,2005,B
13155,2006,B
13155,2007,B
13156,2006,A
13156,2007,A
13158,2005,A
13158,2006,A
13158,2007,A
13159,2001,B
13159,2002,B
13159,2003,B
13159,2004,B
13159,2007,B
13160,2007,W
13161,2001,B
13161,2002,B
13161,2003,B
13161,2004,B
13162,2005,B
13162,2006,B
13162,2007,B
13164,2001,B
13164,2002,B
13164,2003,B
13164,2004,B
13164,2005,B
13165,2002,B
13165,2003,B
13165,2004,B
13165,2005,B
13165,2006,B
13165,2007,B
13166,2002,H
13166,2005,H
13166,2006,H
13166,2007,H
13167,2002,B
13167,2003,B
13167,2004,B
13167,2005,B
13167,2006,B
13167,2007,B
13168,2006,A
13168,2007,A
13170,2006,A
13171,2003,B
13171,2004,B
13171,2005,B
13171,2006,B
13171,2007,B
13172,2005,B
13172,2006,B
13172,2007,B
13173,2004,H
13173,2005,H
13173,2006,H
13173,2007,H
13174,2006,H
13174,2007,H
13175,2004,B
13175,2005,B
13175,2006,B
13175,2007,B
13177,2005,B
13178,2005,B
13178,2006,B
13178,2007,B
13179,2006,B
13179,2007,B
13181,2006,A
13181,2007,A
13182,2007,B
13183,2007,B
13184,2007,B
13186,2001,W
13186,2002,W
13187,2001,W
13187,2002,W
13188,2001,B
13188,2002,B
13188,2003,B
13189,2002,B
13189,2003,B
13190,2001,B
13190,2002,B
13190,2003,B
13192,2003,A
13192,2004,A
13193,2001,B
13193,2002,B
13194,2001,W
13194,2002,W
13194,2003,W
13194,2004,W
13194,2005,W
13195,2001,B
13195,2002,B
13195,2003,B
13195,2004,B
13196,2001,B
13197,2002,A
13197,2003,A
13197,2004,A
13197,2005,A
13199,2001,A
13199,2002,A
13200,2001,W
13200,2002,W
13200,2003,W
13200,2004,W
13200,2005,W
13200,2006,W
13201,2001,H
13201,2002,H
13201,2003,H
13201,2004,H
13201,2005,H
13201,2006,H
13202,2001,B
13202,2002,B
13202,2003,B
13202,2004,B
13202,2005,B
13202,2006,B
13202,2007,B
13203,2001,A
13203,2002,A
13203,2003,A
13203,2004,A
13203,2005,A
13203,2006,A
13203,2007,A
13204,2001,B
13204,2002,B
13204,2003,B
13204,2004,B
13204,2005,B
13204,2006,B
13204,2007,B
13205,2002,B
13205,2003,B
13205,2004,B
13205,2005,B
13205,2006,B
13205,2007,B
13207,2001,H
13207,2002,H
13207,2003,H
13207,2004,H
13207,2005,H
13207,2006,H
13207,2007,H
13208,2005,B
13208,2006,B
13208,2007,B
13209,2001,H
13209,2002,H
13209,2003,H
13209,2004,H
13209,2005,H
13209,2006,H
13209,2007,H
13210,2002,W
13210,2003,W
13210,2004,W
13210,2005,W
13211,2001,B
13211,2002,B
13211,2003,B
13211,2004,B
13211,2005,B
13211,2006,B
13211,2007,B
13212,2005,B
13212,2006,B
13212,2007,B
13213,2001,H
13213,2002,H
13213,2003,H
13213,2004,H
13213,2005,H
13214,2001,A
13214,2002,A
13214,2003,A
13214,2005,A
13216,2001,B
13216,2002,B
13216,2003,B
13216,2004,B
13216,2005,B
13216,2006,B
13216,2007,B
13217,2001,H
13217,2002,H
13217,2003,H
13217,2004,H
13217,2005,H
13217,2006,H
13217,2007,H
13218,2001,B
13218,2002,B
13218,2003,B
13218,2004,B
13218,2005,B
13218,2006,B
13218,2007,B
13219,2001,B
13219,2004,B
13221,2001,B
13221,2002,B
13221,2003,B
13221,2004,B
13221,2005,B
13221,2006,B
13221,2007,B
13222,2005,B
13222,2006,B
13222,2007,B
13223,2002,B
13223,2003,B
13223,2004,B
13223,2005,B
13223,2006,B
13223,2007,B
13225,2002,B
13225,2003,B
13225,2004,B
13225,2005,B
13225,2006,B
13225,2007,B
13226,2003,W
13226,2004,W
13226,2005,W
13226,2006,W
13226,2007,W
13227,2003,B
13227,2004,B
13227,2005,B
13228,2003,B
13228,2004,B
13228,2005,B
13228,2006,B
13228,2007,B
13230,2004,H
13230,2005,H
13230,2006,H
13230,2007,H
13231,2004,B
13231,2005,B
13231,2006,B
13231,2007,B
13232,2004,B
13232,2005,B
13232,2006,B
13232,2007,B
13233,2004,A
13233,2005,A
13233,2006,A
13233,2007,A
13234,2005,W
13234,2006,W
13234,2007,W
13235,2005,B
13235,2006,B
13235,2007,B
13237,2006,W
13237,2007,W
13238,2006,A
13238,2007,A
13239,2006,B
13240,2007,B
13241,2007,B
13242,2007,A
13244,2001,A
13245,2001,H
13246,2001,A
13247,2001,B
13247,2002,B
13248,2001,B
13248,2002,B
13248,2003,B
13249,2001,W
13249,2002,W
13249,2003,W
13250,2001,A
13250,2002,A
13250,2003,A
13250,2004,A
13251,2001,B
13251,2002,B
13251,2003,B
13251,2004,B
13253,2001,B
13253,2002,B
13253,2003,B
13253,2004,B
13253,2005,B
13254,2001,B
13255,2001,H
13255,2003,H
13256,2003,B
13258,2001,H
13258,2002,H
13258,2003,H
13258,2004,H
13258,2005,H
13258,2006,H
13259,2001,B
13259,2002,B
13259,2003,B
13259,2004,B
13259,2005,B
13259,2006,B
13260,2001,B
13261,2003,H
13261,2005,H
13261,2006,H
13262,2001,H
13262,2002,H
13263,2001,B
13263,2003,B
13263,2004,B
13263,2005,B
13263,2006,B
13263,2007,B
13264,2001,A
13264,2002,A
13264,2003,A
13264,2004,A
13264,2005,A
13264,2006,A
13264,2007,A
13266,2001,B
13267,2001,B
13267,2002,B
13267,2003,B
13267,2004,B
13267,2005,B
13267,2006,B
13267,2007,B
13268,2001,B
13268,2002,B
13268,2003,B
13268,2004,B
13268,2005,B
13268,2006,B
13268,2007,B
13270,2001,H
13270,2002,H
13270,2003,H
13270,2004,H
13270,2005,H
13270,2006,H
13270,2007,H
13271,2001,B
13271,2002,B
13272,2001,B
13272,2002,B
13272,2003,B
13272,2004,B
13272,2005,B
13272,2006,B
13272,2007,B
13273,2001,B
13273,2002,B
13273,2003,B
13273,2004,B
13273,2005,B
13273,2006,B
13273,2007,B
13275,2004,B
13275,2005,B
13275,2006,B
13275,2007,B
13276,2001,B
13276,2002,B
13276,2003,B
13276,2004,B
13276,2005,B
13276,2006,B
13276,2007,B
13277,2006,A
13278,2001,B
13278,2002,B
13278,2003,B
13278,2004,B
13278,2005,B
13278,2006,B
13278,2007,B
13279,2001,W
13279,2002,W
13279,2003,W
13279,2004,W
13279,2005,W
13279,2006,W
13279,2007,W
13281,2005,H
13282,2002,B
13282,2003,B
13282,2004,B
13282,2005,B
13282,2006,B
13282,2007,B
13283,2004,H
13283,2005,H
13283,2006,H
13283,2007,H
13284,2007,B
13285,2003,B
13285,2004,B
13285,2005,B
13285,2006,B
13285,2007,B
13287,2007,B
13288,2004,B
13288,2005,B
13288,2006,B
13288,2007,B
13289,2004,B
13289,2005,B
13289,2006,B
13289,2007,B
13291,2005,B
13291,2006,B
13291,2007,B
13292,2005,B
13292,2006,B
13292,2007,B
13293,2005,B
13293,2006,B
13293,2007,B
13295,2006,W
13295,2007,W
13296,2006,B
13297,2006,B
13297,2007,B
13298,2007,W
13299,2007,B
13301,2001,B
13302,2001,H
13303,2001,A
13304,2002,H
13304,2003,H
13305,2001,B
13305,2002,B
13306,2001,W
13306,2002,W
13306,2003,W
13307,2001,B
13307,2002,B
13307,2003,B
13308,2001,H
13308,2002,H
13308,2003,H
13308,2004,H
13309,2002,W
13310,2001,H
13310,2002,H
13310,2004,H
13311,2001,H
13311,2005,H
13311,2006,H
13313,2001,W
13313,2002,W
13313,2003,W
13313,2004,W
13314,2001,B
13314,2002,B
13314,2003,B
13314,2004,B
13314,2005,B
13315,2001,A
13315,2002,A
13315,2003,A
13315,2004,A
13315,2005,A
13316,2001,B
13316,2002,B
13316,2003,B
13316,2004,B
13316,2005,B
13317,2001,B
13317,2002,B
13317,2003,B
13317,2004,B
13317,2005,B
13317,2006,B
13317,2007,B
13319,2001,B
13319,2002,B
13319,2003,B
13319,2004,B
13319,2005,B
13319,2006,B
13320,2001,H
13320,2002,H
13320,2003,H
13320,2004,H
13320,2005,H
13320,2006,H
13320,2007,H
13321,2005,B
13321,2006,B
13321,2007,B
13322,2002,B
13322,2003,B
13322,2004,B
13322,2005,B
13322,2006,B
13322,2007,B
13324,2002,B
13324,2003,B
13324,2004,B
13324,2005,B
13325,2001,B
13325,2002,B
13325,2003,B
13325,2004,B
13325,2005,B
13325,2006,B
13325,2007,B
13326,2001,B
13326,2002,B
13326,2003,B
13326,2004,B
13326,2005,B
13326,2006,B
13326,2007,B
13328,2001,B
13328,2002,B
13328,2003,B
13329,2001,B
13329,2002,B
13329,2003,B
13329,2004,B
13329,2005,B
13329,2006,B
13329,2007,B
13330,2004,A
13330,2005,A
13331,2001,H
13331,2002,H
13331,2003,H
13331,2004,H
13331,2005,H
13331,2006,H
13332,2001,B
13334,2001,A
13334,2002,A
13334,2003,A
13334,2004,A
13334,2005,A
13334,2006,A
13334,2007,A
13335,2001,B
13335,2002,B
13335,2003,B
13335,2004,B
13335,2005,B
13335,2006,B
13335,2007,B
13336,2001,A
13336,2002,A
13336,2003,A
13336,2004,A
13336,2005,A
13336,2006,A
13336,2007,A
13337,2004,B
13337,2005,B
13337,2006,B
13337,2007,B
13338,2001,B
13338,2002,B
13338,2003,B
13338,2004,B
13338,2005,B
13338,2006,B
13338,2007,B
13339,2004,A
13339,2005,A
13339,2006,A
13339,2007,A
13341,2003,B
13341,2004,B
13341,2005,B
13341,2006,B
13341,2007,B
13342,2004,B
13342,2005,B
13342,2006,B
13342,2007,B
13343,2003,A
13343,2004,A
13343,2005,A
13343,2006,A
13343,2007,A
13344,2003,B
13344,2004,B
13344,2005,B
13344,2006,B
13344,2007,B
13345,2003,W
13345,2004,W
13345,2005,W
13345,2006,W
13345,2007,W
13347,2007,B
13348,2005,W
13349,2005,B
13349,2006,B
13350,2006,B
13350,2007,B
13352,2006,H
13352,2007,H
13353,2007,B
13354,2006,A
13354,2007,A
13355,2007,B
13356,2007,B
13358,2001,B
13359,2001,H
13360,2001,A
13360,2002,A
13361,2001,B
13361,2002,B
13361,2003,B
13362,2001,A
13362,2002,A
13362,2003,A
13363,2001,H
13363,2002,H
13364,2001,A
13364,2002,A
13364,2003,A
13364,2004,A
13365,2001,B
13365,2002,B
13365,2003,B
13365,2004,B
13367,2001,B
13367,2002,B
13367,2003,B
13367,2004,B
13367,2005,B
13368,2001,B
13368,2002,B
13369,2001,B
13369,2002,B
13369,2003,B
13369,2004,B
13369,2005,B
13371,2002,B
13371,2003,B
13371,2004,B
13372,2002,B
13372,2003,B
13372,2004,B
13372,2005,B
13372,2006,B
13373,2001,B
13375,2001,H
13375,2002,H
13375,2003,H
13376,2005,B
13376,2006,B
13377,2001,B
13377,2002,B
13377,2003,B
13377,2004,B
13377,2005,B
13377,2006,B
13377,2007,B
13378,2001,H
13378,2002,B
13378,2003,B
13378,2004,B
13378,2005,B
13378,2006,B
13378,2007,B
13379,2001,B
13381,2006,H
13381,2007,H
13382,2001,B
13382,2002,B
13382,2003,B
13382,2004,B
13382,2005,B
13382,2006,B
13382,2007,B
13383,2001,B
13383,2002,B
13383,2003,B
13383,2004,B
13383,2005,B
13383,2006,B
13383,2007,B
13384,2001,B
13384,2002,B
13384,2003,B
13384,2004,B
13384,2005,B
13384,2006,B
13384,2007,B
13386,2001,B
13386,2002,B
13386,2003,B
13386,2004,B
13386,2005,B
13386,2006,B
13386,2007,B
13387,2001,B
13387,2002,B
13387,2003,B
13387,2004,B
13387,2005,B
13387,2006,B
13387,2007,B
13388,2006,B
13390,2005,W
13390,2006,W
13391,2001,B
13391,2002,B
13391,2003,B
13391,2004,B
13391,2005,B
13391,2006,B
13392,2001,B
13392,2002,B
13392,2003,B
13392,2004,B
13392,2005,B
13393,2004,H
13393,2005,H
13393,2006,H
13393,2007,H
13394,2001,B
13394,2002,B
13394,2003,B
13394,2004,B
13394,2005,B
13394,2006,B
13394,2007,B
13396,2001,B
13396,2002,B
13396,2003,B
13396,2004,B
13396,2005,B
13396,2006,B
13396,2007,B
13397,2002,B
13397,2003,B
13397,2004,B
13398,2002,A
13398,2003,A
13398,2004,A
13398,2005,A
13398,2006,A
13398,2007,A
13399,2002,B
13399,2003,B
13399,2005,B
13401,2004,B
13401,2005,B
13401,2007,B
13402,2005,B
13402,2006,B
13403,2004,W
13403,2005,B
13403,2006,B
13403,2007,B
13404,2004,B
13404,2005,B
13404,2006,B
13404,2007,B
13406,2005,B
13406,2006,B
13406,2007,B
13407,2005,B
13407,2006,B
13407,2007,B
13408,2005,B
13408,2006,B
13408,2007,B
13410,2006,B
13410,2007,B
13411,2006,B
13411,2007,B
13412,2006,B
13412,2007,B
13414,2007,B
13415,2001,B
13416,2001,B
13417,2001,H
13419,2001,A
13419,2002,A
13420,2001,B
13421,2001,H
13421,2002,H
13422,2001,B
13422,2002,B
13422,2003,B
13423,2001,H
13423,2002,H
13424,2001,H
13425,2001,B
13425,2002,B
13425,2003,B
13425,2004,B
13427,2001,A
13428,2002,H
13428,2003,H
13428,2004,H
13428,2005,H
13429,2001,B
13429,2002,B
13429,2003,B
13429,2004,B
13429,2005,B
13430,2001,B
13430,2002,B
13430,2003,B
13430,2004,B
13430,2005,B
13430,2006,B
13431,2001,A
13431,2002,A
13431,2003,A
13431,2004,A
13431,2005,A
13431,2006,A
13432,2001,B
13432,2002,B
13432,2003,B
13432,2004,B
13432,2005,B
13432,2006,B
13434,2001,B
13434,2002,B
13434,2003,B
13434,2004,B
13435,2001,A
13435,2002,A
13436,2001,B
13436,2002,B
13436,2003,B
13436,2004,B
13436,2005,B
13436,2006,B
13436,2007,B
13437,2001,B
13437,2002,B
13437,2003,B
13437,2004,B
13439,2002,B
13439,2003,B
13439,2004,B
13439,2005,B
13439,2006,B
13439,2007,B
13440,2002,B
13440,2005,B
13441,2002,H
13441,2003,H
13442,2006,B
13442,2007,B
13444,2006,A
13444,2007,A
13445,2001,H
13445,2002,H
13445,2003,H
13445,2004,H
13446,2001,W
13446,2002,W
13446,2003,W
13446,2004,W
13446,2005,W
13446,2006,W
13446,2007,W
13447,2001,B
13447,2002,B
13447,2003,B
13447,2004,B
13447,2005,B
13447,2006,B
13447,2007,B
13448,2001,B
13448,2005,B
13448,2006,B
13448,2007,B
13449,2007,B
13451,2003,A
13451,2004,A
13451,2005,A
13451,2006,A
13451,2007,A
13452,2001,B
13452,2002,B
13452,2003,B
13452,2004,B
13452,2005,B
13452,2006,B
13452,2007,B
13453,2001,B
13453,2002,B
13453,2003,B
13453,2004,B
13453,2005,B
13453,2006,B
13453,2007,B
13454,2001,B
13454,2003,B
13454,2004,B
13454,2005,B
13454,2007,B
13455,2002,H
13455,2005,H
13455,2006,H
13457,2002,B
13457,2003,B
13457,2004,B
13457,2005,B
13457,2006,B
13457,2007,B
13458,2003,B
13459,2003,B
13459,2004,B
13459,2005,B
13459,2006,B
13459,2007,B
13461,2003,B
13461,2004,B
13461,2006,B
13461,2007,B
13462,2004,B
13462,2005,B
13462,2006,B
13463,2004,B
13463,2005,B
13465,2004,B
13465,2005,B
13465,2006,B
13465,2007,B
13466,2005,B
13466,2006,B
13467,2006,A
13468,2005,B
13468,2006,B
13468,2007,B
13469,2006,H
13469,2007,H
13471,2007,B
13472,2007,B
13473,2007,B
13475,2001,B
13475,2002,B
13476,2001,B
13477,2001,W
13477,2002,W
13477,2003,W
13478,2001,B
13478,2002,B
13480,2001,H
13480,2002,H
13480,2003,H
13481,2001,B
13481,2002,B
13481,2003,B
13481,2004,B
13482,2001,B
13482,2002,B
13482,2003,B
13482,2004,B
13482,2005,B
13483,2001,B
13483,2002,B
13485,2001,B
13486,2002,H
13486,2003,H
13487,2001,B
13487,2002,B
13487,2003,B
13488,2001,B
13488,2002,B
13488,2003,B
13488,2004,B
13488,2005,B
13490,2001,B
13490,2002,B
13490,2003,B
13491,2001,B
13491,2002,B
13492,2001,B
13492,2002,B
13492,2003,B
13492,2004,B
13492,2005,B
13492,2006,B
13492,2007,B
13494,2004,A
13495,2001,B
13495,2002,B
13495,2003,B
13495,2004,B
13496,2002,B
13496,2003,B
13496,2004,B
13496,2005,B
13496,2006,B
13496,2007,B
13497,2001,B
13497,2002,B
13499,2005,B
13499,2006,B
13499,2007,B
13500,2002,H
13500,2003,H
13501,2002,A
13501,2003,A
13501,2004,A
13501,2005,A
13502,2001,B
13502,2002,B
13502,2003,B
13502,2004,B
13502,2005,B
13502,2006,B
13502,2007,B
13503,2002,B
13503,2003,B
13503,2004,B
13503,2005,B
13505,2001,H
13505,2002,H
13505,2003,B
13506,2001,B
13506,2002,B
13506,2003,B
13506,2004,B
13506,2005,B
13506,2006,B
13507,2001,A
13507,2002,A
13507,2003,A
13507,2004,A
13508,2001,B
13508,2002,B
13508,2003,B
13508,2004,B
13508,2005,B
13508,2006,B
13508,2007,B
13509,2001,B
13509,2002,B
13509,2004,B
13509,2005,B
13509,2006,B
13509,2007,B
13511,2001,H
13511,2002,H
13511,2003,H
13511,2004,H
13511,2005,H
13511,2006,H
13511,2007,H
13512,2001,B
13512,2002,B
13513,2002,W
13513,2003,W
13513,2004,W
13513,2005,W
13513,2006,W
13513,2007,W
13514,2002,B
13514,2003,B
13514,2004,B
13514,2005,B
13514,2006,B
13514,2007,B
13515,2002,W
13515,2003,W
13515,2004,W
13515,2005,W
13515,2006,W
13515,2007,W
13516,2006,B
13516,2007,B
13517,2002,H
13517,2003,H
13517,2004,H
13517,2005,H
13517,2006,H
13517,2007,H
13519,2003,B
13519,2004,B
13519,2005,B
13519,2006,B
13519,2007,B
13520,2003,B
13520,2004,B
13520,2005,B
13520,2006,B
13520,2007,B
13521,2004,W
13521,2005,W
13521,2006,W
13522,2004,A
13522,2005,A
13522,2006,A
13522,2007,A
13523,2006,H
13523,2007,H
13524,2004,B
13524,2005,B
13524,2006,B
13526,2005,W
13526,2006,W
13526,2007,W
13527,2005,A
13527,2006,A
13527,2007,A
13528,2006,B
13528,2007,B
13529,2007,A
13530,2006,B
13530,2007,B
13531,2007,B
13532,2007,H
13534,2001,W
13535,2001,B
13536,2001,A
13536,2002,A
13537,2001,B
13537,2002,B
13537,2003,B
13538,2001,A
13538,2002,A
13539,2001,H
13539,2002,H
13539,2003,H
13540,2001,H
13541,2001,B
13541,2002,B
13541,2003,B
13541,2004,B
13543,2001,B
13543,2002,B
13543,2003,B
13543,2004,B
13543,2005,B
13544,2001,A
13544,2002,A
13544,2003,A
13544,2004,A
13545,2001,B
13545,2002,B
13545,2003,B
13545,2004,B
13545,2005,B
13546,2001,B
13546,2002,B
13546,2003,B
13546,2004,B
13546,2005,B
13546,2006,B
13548,2001,B
13548,2002,B
13548,2003,B
13548,2004,B
13548,2005,B
13548,2006,B
13549,2001,B
13549,2002,B
13549,2003,B
13549,2004,B
13549,2005,B
